CustomerID,Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,AdvertisingPlatform,AdvertisingTool,Conversion
11890,65,Female,134829,PPC,Retention,1610.514199,0.226349661,0.198087416,17,4.11775627,3.463040392,89,11,3,3,700,IsConfid,ToolConfid,1
11891,69,Male,81005,SEO,Conversion,2543.500733,0.173777954,0.1496569,19,3.488410628,1.505575633,51,15,9,6,4975,IsConfid,ToolConfid,1
11892,29,Female,96097,SEO,Conversion,1765.497968,0.215978838,0.077565698,45,2.641956616,2.913541731,29,2,0,9,4647,IsConfid,ToolConfid,1
11893,55,Female,38101,Social Media,Conversion,6772.594327,0.054443939,0.027801636,2,8.85694848,4.49514579,8,16,7,9,3873,IsConfid,ToolConfid,1
11894,18,Female,131052,PPC,Awareness,4266.248717,0.221406606,0.136738819,43,2.06754804,1.02603274,68,1,3,4,2419,IsConfid,ToolConfid,1
11895,48,Female,51426,Email,Retention,5424.136786,0.143843151,0.148427814,14,6.780972606,13.87960809,46,12,8,1,1945,IsConfid,ToolConfid,1
11896,21,Female,114877,Social Media,Awareness,568.6342092,0.019792701,0.033267235,7,3.983175845,3.842297275,33,13,8,0,394,IsConfid,ToolConfid,0
11897,66,Male,27313,PPC,Conversion,8626.364735,0.078002551,0.114449907,45,2.691261954,11.21432854,32,3,8,4,4244,IsConfid,ToolConfid,1
11898,62,Female,50773,Referral,Awareness,1788.658377,0.017469354,0.197546717,5,2.660367681,6.512533927,97,5,8,3,1723,IsConfid,ToolConfid,0
11899,67,Female,48003,PPC,Awareness,3665.508081,0.142493611,0.071985999,45,8.838730819,7.778765434,64,19,6,5,1603,IsConfid,ToolConfid,1
11900,22,Female,79668,Referral,Retention,811.8262343,0.104505131,0.067360054,35,8.738384824,8.285670266,50,8,8,2,3713,IsConfid,ToolConfid,1
11901,47,Female,111956,Referral,Retention,1454.252033,0.296360372,0.181627412,19,3.448258921,11.70553915,78,13,6,1,3411,IsConfid,ToolConfid,1
11902,41,Male,91250,SEO,Awareness,6691.414159,0.261866194,0.032309048,31,1.303902411,11.92473913,30,16,7,2,4059,IsConfid,ToolConfid,1
11903,20,Male,135087,Email,Consideration,6956.611322,0.24944455,0.187370226,5,8.821781007,2.548457619,55,7,1,3,4586,IsConfid,ToolConfid,1
11904,28,Female,139451,PPC,Retention,6801.958298,0.155323799,0.158102542,15,1.515928093,4.898479874,75,18,3,5,3268,IsConfid,ToolConfid,1
11905,62,Female,112675,Email,Consideration,5566.1542,0.244055375,0.084259678,48,1.76248167,8.809062848,70,1,3,8,3721,IsConfid,ToolConfid,1
11906,21,Male,111634,Referral,Retention,9529.964474,0.087392198,0.025874048,1,8.397286313,5.290888097,44,16,3,1,2120,IsConfid,ToolConfid,1
11907,43,Female,62294,SEO,Conversion,5121.053892,0.172588346,0.013643163,17,8.354976395,2.42558991,32,6,2,5,1822,IsConfid,ToolConfid,1
11908,44,Female,33582,Email,Consideration,4549.17909,0.123946238,0.081407927,44,2.822407233,6.42229645,95,2,0,8,4194,IsConfid,ToolConfid,1
11909,63,Male,129119,Social Media,Conversion,2550.701101,0.059689154,0.144017181,25,1.343965087,3.667147037,50,3,5,1,4742,IsConfid,ToolConfid,0
11910,60,Female,33760,Referral,Conversion,1078.61034,0.031057895,0.102630551,19,1.566839783,2.580370919,4,17,4,0,2395,IsConfid,ToolConfid,1
11911,44,Female,91791,Social Media,Awareness,5526.733807,0.171883331,0.15034386,15,5.080503172,4.908410824,37,13,2,7,2662,IsConfid,ToolConfid,1
11912,59,Female,102158,Email,Conversion,3217.412848,0.038315349,0.137408461,20,4.764111239,4.845479238,4,19,6,3,2417,IsConfid,ToolConfid,1
11913,68,Female,55983,Email,Conversion,5287.851294,0.218220898,0.118852366,44,2.640600649,1.909361548,55,12,5,1,4364,IsConfid,ToolConfid,1
11914,67,Female,60309,Email,Conversion,2140.578875,0.277225859,0.193824825,13,9.181362355,8.96970372,80,16,3,7,747,IsConfid,ToolConfid,1
11915,23,Male,49715,PPC,Conversion,8397.909455,0.057010772,0.148393043,17,5.97168294,5.057984111,70,11,8,4,759,IsConfid,ToolConfid,1
11916,32,Male,56415,Referral,Awareness,9997.002376,0.146572188,0.183776555,7,8.266050317,3.012663555,88,6,3,7,4759,IsConfid,ToolConfid,1
11917,47,Male,107328,Referral,Awareness,3291.79475,0.224244632,0.056010507,4,1.933534133,12.36965857,24,2,8,3,4319,IsConfid,ToolConfid,1
11918,59,Female,128112,Referral,Conversion,8439.043312,0.093183502,0.145591529,23,9.761126827,0.537347118,66,4,2,3,3157,IsConfid,ToolConfid,1
11919,54,Male,108260,PPC,Consideration,8742.56275,0.277021711,0.123582544,40,8.287638821,7.087225931,51,19,6,4,3051,IsConfid,ToolConfid,1
11920,54,Male,71581,Email,Retention,9961.130509,0.267655012,0.185616258,46,3.59041638,6.806716937,35,0,6,0,3943,IsConfid,ToolConfid,1
11921,59,Male,23652,Email,Consideration,3492.929285,0.040088763,0.106986073,28,1.187069959,10.23166336,91,13,0,9,3231,IsConfid,ToolConfid,1
11922,54,Male,46297,Social Media,Conversion,7584.809798,0.017945934,0.063131862,8,2.480579088,6.146298681,22,8,0,2,87,IsConfid,ToolConfid,1
11923,52,Female,117958,PPC,Awareness,2365.209136,0.29317296,0.083119402,41,4.766555491,7.934386072,7,14,1,7,3428,IsConfid,ToolConfid,1
11924,40,Male,34028,SEO,Conversion,6285.480413,0.287377757,0.051577663,17,1.026869072,13.67254231,30,1,3,3,1671,IsConfid,ToolConfid,1
11925,23,Female,33803,PPC,Conversion,7077.941438,0.132462825,0.05179487,45,1.367564579,2.940094465,62,17,1,0,4526,IsConfid,ToolConfid,1
11926,21,Female,26307,Social Media,Awareness,7437.094856,0.024663364,0.099380101,17,1.887724196,2.029861859,20,3,9,5,4843,IsConfid,ToolConfid,1
11927,35,Male,51325,Social Media,Consideration,2151.004469,0.18947391,0.179588079,47,8.287448139,11.32799574,98,1,9,5,1921,IsConfid,ToolConfid,1
11928,26,Female,78616,Social Media,Retention,8502.383148,0.095088931,0.046455175,27,5.921792245,11.2720732,49,12,4,1,4928,IsConfid,ToolConfid,1
11929,66,Female,80483,Email,Conversion,4267.621418,0.281649666,0.064695302,36,2.718826825,13.83485988,28,17,1,7,1652,IsConfid,ToolConfid,1
11930,46,Male,51574,SEO,Awareness,2242.058226,0.240451958,0.172067744,9,3.380196449,14.75577746,59,19,7,3,2835,IsConfid,ToolConfid,1
11931,30,Male,139828,Social Media,Retention,5471.057775,0.198382197,0.074458693,19,6.779608739,6.073592825,66,3,5,7,2546,IsConfid,ToolConfid,1
11932,64,Male,104798,Referral,Retention,8647.235583,0.092506116,0.192858546,37,3.867491397,5.972694452,43,2,2,7,4460,IsConfid,ToolConfid,1
11933,69,Male,87071,Email,Retention,9674.170307,0.213367888,0.061094853,40,7.139192541,13.61753518,88,6,1,2,2656,IsConfid,ToolConfid,1
11934,34,Male,34932,SEO,Awareness,7507.257435,0.093858797,0.09400725,22,8.004054191,12.98031692,1,1,8,4,3413,IsConfid,ToolConfid,1
11935,62,Female,35749,Referral,Conversion,155.6665741,0.020912985,0.028165888,47,3.759619898,5.943890318,97,13,0,7,3230,IsConfid,ToolConfid,1
11936,49,Female,28727,SEO,Awareness,1433.537529,0.15744603,0.198513401,42,4.29861422,1.606298831,14,4,5,0,4322,IsConfid,ToolConfid,1
11937,65,Female,75406,SEO,Conversion,855.1124657,0.151718518,0.179126989,19,1.450667984,8.927748607,38,1,6,9,777,IsConfid,ToolConfid,1
11938,39,Male,37332,Referral,Consideration,1102.016056,0.231271732,0.165336828,22,8.37818505,4.396149232,39,8,8,3,3413,IsConfid,ToolConfid,1
11939,21,Male,115070,PPC,Retention,3892.046065,0.261045426,0.039895069,49,6.454633235,13.67462568,46,15,6,2,3536,IsConfid,ToolConfid,1
11940,22,Female,30834,SEO,Conversion,3451.083817,0.112795862,0.194178031,4,8.994416453,12.18870002,75,7,3,5,4666,IsConfid,ToolConfid,1
11941,54,Male,40325,PPC,Consideration,1225.481315,0.140347173,0.186538744,26,2.700276547,13.56411724,51,5,1,9,2410,IsConfid,ToolConfid,1
11942,58,Male,29213,SEO,Awareness,8834.129981,0.146416122,0.092777574,8,9.645403977,1.673253012,87,2,5,7,4325,IsConfid,ToolConfid,1
11943,66,Female,141291,Referral,Retention,6192.733006,0.104024985,0.139511036,42,7.360621054,13.03688596,5,6,9,8,1158,IsConfid,ToolConfid,1
11944,30,Male,133741,SEO,Conversion,7984.986759,0.225582208,0.198567101,40,2.769493064,9.099745312,69,17,6,6,4388,IsConfid,ToolConfid,1
11945,51,Female,143313,Social Media,Retention,3778.33895,0.161409344,0.087851592,35,5.166746318,3.623683132,47,15,5,2,2933,IsConfid,ToolConfid,1
11946,62,Male,21403,Social Media,Retention,4161.336561,0.275047175,0.031478681,39,7.290558517,4.868300882,57,3,3,4,3074,IsConfid,ToolConfid,1
11947,39,Female,76971,SEO,Retention,3244.449984,0.198590124,0.174878017,36,1.152753832,7.121209352,89,3,6,4,2854,IsConfid,ToolConfid,1
11948,40,Female,138199,Referral,Awareness,4440.42346,0.071450002,0.100532173,2,8.022579787,9.600837931,2,15,9,0,905,IsConfid,ToolConfid,0
11949,68,Female,137623,Referral,Retention,6142.734897,0.057794508,0.197524197,35,9.529122562,3.874549424,95,17,5,1,4004,IsConfid,ToolConfid,1
11950,20,Male,74030,Email,Conversion,4980.541678,0.117991458,0.114669644,47,1.733467288,3.502118695,45,1,5,6,3862,IsConfid,ToolConfid,1
11951,59,Female,93042,Referral,Awareness,8395.378361,0.110608697,0.015600745,44,9.08305985,13.43633027,17,11,1,3,4897,IsConfid,ToolConfid,1
11952,51,Female,115195,PPC,Consideration,9011.377769,0.128068229,0.103428123,34,5.179995362,12.7557198,55,8,1,2,771,IsConfid,ToolConfid,1
11953,49,Female,27591,SEO,Conversion,4749.870148,0.06324141,0.146431805,35,5.640388454,11.6182641,91,6,5,3,1951,IsConfid,ToolConfid,1
11954,62,Female,147144,Social Media,Awareness,2473.505005,0.293684574,0.014945705,28,8.560972111,11.5329156,32,7,0,6,3241,IsConfid,ToolConfid,1
11955,68,Female,32996,Referral,Conversion,9457.404953,0.052255834,0.088555256,32,6.306923013,11.60662103,16,5,7,3,4497,IsConfid,ToolConfid,1
11956,66,Male,123364,Social Media,Conversion,7376.882566,0.199268145,0.039556438,25,4.162831799,13.89944731,31,11,8,8,819,IsConfid,ToolConfid,1
11957,38,Female,72485,Email,Consideration,6437.258152,0.013790078,0.132188396,7,7.593319959,12.73394573,75,7,7,6,4224,IsConfid,ToolConfid,1
11958,63,Female,67830,SEO,Awareness,7479.595963,0.128018701,0.191895711,8,2.244944385,6.134326068,84,9,9,1,4182,IsConfid,ToolConfid,1
11959,61,Male,54370,Referral,Retention,852.2196457,0.099663186,0.128671132,21,6.9964763,7.333885968,1,3,5,9,2508,IsConfid,ToolConfid,1
11960,38,Male,77572,Social Media,Conversion,769.5006436,0.120787145,0.142026764,4,7.971614001,9.266167411,25,9,9,3,899,IsConfid,ToolConfid,1
11961,61,Female,99008,Referral,Conversion,1615.894461,0.15444243,0.085346951,43,4.012927226,7.396195716,38,6,0,3,4325,IsConfid,ToolConfid,1
11962,28,Female,49098,Email,Conversion,1559.764578,0.18410875,0.116996765,40,9.732094206,4.805587382,62,18,7,2,2733,IsConfid,ToolConfid,1
11963,56,Male,81561,Social Media,Conversion,4264.637701,0.17921829,0.113332965,35,6.765416787,12.98667614,16,2,1,0,1089,IsConfid,ToolConfid,1
11964,21,Male,22196,Social Media,Conversion,1658.300415,0.192906964,0.154325206,31,1.861108291,12.15001368,99,11,3,8,1969,IsConfid,ToolConfid,1
11965,68,Male,31091,SEO,Awareness,8559.803878,0.254918828,0.172813213,29,9.69655984,6.152961304,33,18,0,4,1359,IsConfid,ToolConfid,1
11966,18,Female,100576,SEO,Conversion,5823.159616,0.267147975,0.135948329,48,7.695937596,2.162665719,18,9,0,8,4456,IsConfid,ToolConfid,1
11967,45,Male,85254,Social Media,Conversion,3745.792774,0.223802587,0.196163672,43,7.260802904,0.570608684,61,5,4,7,2301,IsConfid,ToolConfid,1
11968,41,Female,69262,SEO,Conversion,789.2631284,0.03289325,0.167374795,44,3.279247736,1.840468867,31,19,5,9,2753,IsConfid,ToolConfid,1
11969,52,Male,134320,Social Media,Retention,5951.17518,0.288774794,0.033682882,42,5.258321986,2.743776143,49,14,8,6,291,IsConfid,ToolConfid,1
11970,30,Female,144124,PPC,Retention,1253.674924,0.284745445,0.106420326,16,9.109458142,10.03796775,85,18,2,0,3910,IsConfid,ToolConfid,1
11971,64,Female,26023,Referral,Awareness,7457.880479,0.2163941,0.181614855,29,3.773389403,3.684375302,44,10,1,3,1422,IsConfid,ToolConfid,1
11972,51,Male,40543,PPC,Conversion,8047.305158,0.160057331,0.189347625,46,4.809986554,9.704969389,53,7,1,3,3172,IsConfid,ToolConfid,1
11973,28,Male,80029,PPC,Conversion,5485.364954,0.082679324,0.082239128,8,3.310767838,5.260676129,81,9,7,3,2376,IsConfid,ToolConfid,1
11974,53,Female,113913,Referral,Consideration,1581.068305,0.229341831,0.147883772,3,2.94311499,13.47826364,87,13,8,7,1535,IsConfid,ToolConfid,1
11975,68,Male,122171,Social Media,Retention,7889.940965,0.264579452,0.088003642,11,1.39343549,7.30161028,0,19,7,5,1751,IsConfid,ToolConfid,1
11976,34,Male,62337,Social Media,Consideration,3147.495114,0.202904404,0.033495347,34,7.63209778,10.25632907,65,13,2,0,2029,IsConfid,ToolConfid,1
11977,52,Female,60409,SEO,Conversion,2304.266113,0.192431064,0.178076148,19,1.816832818,7.18372958,39,14,9,3,2543,IsConfid,ToolConfid,1
11978,35,Female,90540,Email,Conversion,4758.510746,0.065971364,0.187071093,16,5.781918049,13.73181262,23,11,9,9,4106,IsConfid,ToolConfid,1
11979,57,Female,29963,Social Media,Consideration,9234.19779,0.113760992,0.105902601,21,1.448159325,10.46745489,51,16,7,6,167,IsConfid,ToolConfid,1
11980,39,Male,33796,Referral,Awareness,3043.995592,0.219709504,0.013478412,6,9.854892459,9.811297387,1,9,9,8,2437,IsConfid,ToolConfid,1
11981,41,Male,60972,Email,Awareness,9065.22716,0.014900634,0.165046888,38,7.385011947,9.088362859,60,11,5,1,3562,IsConfid,ToolConfid,1
11982,36,Male,92613,Referral,Consideration,631.1677565,0.19596664,0.10062247,43,6.673461692,14.83486704,26,18,5,1,4785,IsConfid,ToolConfid,1
11983,54,Female,115384,Referral,Conversion,926.8846797,0.232334387,0.024255388,41,2.677540793,10.42898643,65,7,8,4,3783,IsConfid,ToolConfid,1
11984,56,Female,98062,Referral,Consideration,7015.754149,0.107064301,0.045984382,7,5.752486559,11.43503265,86,15,7,4,1487,IsConfid,ToolConfid,1
11985,38,Female,23261,Email,Retention,1986.867348,0.032088653,0.038902675,8,5.532022715,1.684824164,32,17,0,6,2992,IsConfid,ToolConfid,0
11986,25,Male,37046,PPC,Awareness,3234.544764,0.24754462,0.140392985,45,4.227838163,12.3062264,33,19,6,3,3092,IsConfid,ToolConfid,1
11987,45,Female,33397,Referral,Consideration,1450.092512,0.051132681,0.066887804,5,2.405007509,9.152391948,61,9,5,3,878,IsConfid,ToolConfid,0
11988,22,Male,80436,SEO,Awareness,3389.257864,0.117532321,0.034261198,18,4.304178415,5.381597993,31,10,4,1,346,IsConfid,ToolConfid,1
11989,34,Male,110805,Social Media,Retention,2876.55394,0.215103691,0.184353277,21,6.481936633,8.934511534,2,5,2,1,4386,IsConfid,ToolConfid,1
11990,54,Female,121694,Social Media,Conversion,7389.742626,0.246925936,0.191740901,46,5.386153406,9.570476906,54,17,0,3,1659,IsConfid,ToolConfid,1
11991,53,Male,45757,Social Media,Conversion,7050.031543,0.260090756,0.036329416,19,6.130398187,4.272747084,26,12,7,1,3712,IsConfid,ToolConfid,1
11992,36,Female,137706,Email,Conversion,9553.779047,0.163820986,0.053744812,19,6.148161008,6.837437736,75,10,2,1,3471,IsConfid,ToolConfid,1
11993,44,Female,35299,SEO,Awareness,7271.774683,0.148002792,0.122502937,26,3.202073085,10.9595374,7,13,6,9,1566,IsConfid,ToolConfid,1
11994,51,Female,144384,SEO,Retention,6978.695755,0.25601201,0.038596491,26,1.998776796,3.774796805,19,13,5,3,3813,IsConfid,ToolConfid,1
11995,28,Female,21902,SEO,Consideration,6972.618502,0.173292358,0.040132422,6,5.695762646,12.6238174,51,3,1,2,3209,IsConfid,ToolConfid,1
11996,62,Female,138859,SEO,Conversion,8841.377811,0.177808711,0.073949448,23,9.031349493,1.624134398,16,9,1,9,4912,IsConfid,ToolConfid,1
11997,64,Female,135016,SEO,Awareness,3032.743655,0.135852277,0.190342363,7,9.958293632,8.927657775,32,19,2,3,2550,IsConfid,ToolConfid,1
11998,29,Male,62399,PPC,Conversion,3070.911881,0.118116052,0.192864017,2,8.073096001,6.005458373,54,17,2,9,2857,IsConfid,ToolConfid,1
11999,38,Female,68330,SEO,Retention,7438.016716,0.149356849,0.169939768,10,2.990051196,1.273044316,74,8,1,6,2781,IsConfid,ToolConfid,1
12000,28,Female,66308,SEO,Consideration,2364.180858,0.115805773,0.142185454,35,6.672910253,11.73005977,72,12,7,2,1957,IsConfid,ToolConfid,1
12001,56,Female,140983,Email,Conversion,9128.998041,0.109628471,0.14692794,1,3.149797711,8.424856693,97,18,0,0,1320,IsConfid,ToolConfid,1
12002,45,Female,23846,Email,Retention,5394.339078,0.298162659,0.09921884,0,6.188070749,10.87222446,70,7,2,3,2858,IsConfid,ToolConfid,1
12003,22,Male,32359,SEO,Awareness,3071.236788,0.107501913,0.110729379,6,5.326192387,6.011786268,15,10,0,6,4459,IsConfid,ToolConfid,1
12004,34,Male,69376,PPC,Retention,7783.389304,0.084351287,0.130546005,23,4.434001251,12.96449525,90,7,3,1,2257,IsConfid,ToolConfid,1
12005,37,Male,88056,SEO,Awareness,3191.974236,0.112637986,0.148944461,11,6.774753375,1.713744389,78,17,0,9,778,IsConfid,ToolConfid,1
12006,58,Female,60832,SEO,Conversion,9636.455339,0.181326589,0.028400773,7,8.719407655,3.883624865,63,16,0,9,2991,IsConfid,ToolConfid,1
12007,63,Female,40098,SEO,Conversion,9831.593176,0.274187241,0.052728532,12,4.03728854,12.02174567,87,9,3,1,2689,IsConfid,ToolConfid,1
12008,29,Female,137095,Referral,Retention,6701.282795,0.238480633,0.192959206,5,5.376290063,14.34284921,39,9,5,5,4187,IsConfid,ToolConfid,1
12009,23,Male,124987,PPC,Awareness,1224.975509,0.25424993,0.07367703,38,5.102423879,12.77346294,57,3,5,4,3539,IsConfid,ToolConfid,1
12010,34,Male,69962,Social Media,Retention,2705.767614,0.259112497,0.0610101,23,3.243015774,3.847475738,82,7,3,3,3214,IsConfid,ToolConfid,1
12011,68,Female,108672,SEO,Retention,5202.627926,0.276953235,0.090163149,23,4.790004031,5.553808754,22,1,6,5,2260,IsConfid,ToolConfid,1
12012,36,Female,55885,Social Media,Conversion,8529.329756,0.078170658,0.065274943,37,1.194260597,11.59969443,94,13,7,8,2561,IsConfid,ToolConfid,1
12013,43,Female,116256,PPC,Conversion,1930.37632,0.142926149,0.027324237,43,5.656888193,14.22094335,93,7,1,3,2738,IsConfid,ToolConfid,1
12014,65,Female,41157,SEO,Conversion,1133.594244,0.121707323,0.049512615,6,7.487134738,4.694086047,6,13,8,4,1911,IsConfid,ToolConfid,1
12015,61,Male,68372,Social Media,Retention,837.3270836,0.120744328,0.131630362,9,4.308502787,6.101960533,58,7,4,8,4847,IsConfid,ToolConfid,1
12016,61,Female,39674,Social Media,Retention,5118.978867,0.199162259,0.052404686,29,7.719167619,0.831651291,58,17,5,0,4683,IsConfid,ToolConfid,1
12017,69,Female,52357,PPC,Consideration,8858.539599,0.126522888,0.133056767,38,7.755905035,7.813827059,2,7,0,9,3063,IsConfid,ToolConfid,1
12018,49,Female,32578,SEO,Consideration,519.3565022,0.188735789,0.02901537,23,9.857038265,1.778345187,29,9,3,2,4028,IsConfid,ToolConfid,1
12019,23,Female,148457,Referral,Retention,2201.983187,0.120861016,0.017956506,26,5.913497287,1.741097547,9,3,6,0,2833,IsConfid,ToolConfid,0
12020,53,Female,22251,PPC,Consideration,6963.244457,0.100227173,0.17369786,29,4.636576938,11.53908398,97,10,5,4,2164,IsConfid,ToolConfid,1
12021,55,Female,99049,Referral,Retention,8276.048008,0.112392382,0.154404977,14,6.755718921,5.486838577,12,13,1,4,364,IsConfid,ToolConfid,1
12022,28,Female,57429,SEO,Conversion,8093.25534,0.243089546,0.13654526,1,6.639186541,14.06677643,38,15,6,2,706,IsConfid,ToolConfid,1
12023,50,Female,112641,Social Media,Awareness,7872.173767,0.184304801,0.015870854,7,9.886079681,10.88321179,76,9,8,4,3362,IsConfid,ToolConfid,1
12024,41,Female,66871,PPC,Conversion,1385.018028,0.292459343,0.055477248,16,7.369245051,4.774052472,63,14,8,0,93,IsConfid,ToolConfid,1
12025,40,Male,106526,PPC,Retention,4032.652064,0.251470306,0.164339722,47,3.759224148,10.3872893,24,7,2,1,2882,IsConfid,ToolConfid,1
12026,32,Female,45499,PPC,Conversion,9848.972162,0.150876376,0.037486856,12,2.687588707,13.05119764,40,14,5,1,1169,IsConfid,ToolConfid,1
12027,44,Female,26421,Email,Retention,9889.986959,0.080289137,0.164442154,17,8.134535639,6.822538357,97,18,0,9,482,IsConfid,ToolConfid,1
12028,28,Male,72204,SEO,Retention,6064.03118,0.205433642,0.121004374,20,2.617836279,8.645689381,39,7,3,0,1033,IsConfid,ToolConfid,1
12029,68,Female,44591,Email,Consideration,7121.745327,0.220727348,0.15066999,35,6.646983152,3.653581679,61,16,4,5,42,IsConfid,ToolConfid,1
12030,67,Male,80940,PPC,Retention,9517.709583,0.144611034,0.132456345,11,2.190846221,6.332026177,39,17,8,6,2663,IsConfid,ToolConfid,1
12031,34,Male,112515,PPC,Awareness,4554.285826,0.076677418,0.08922802,42,7.468348777,8.896215562,33,1,2,1,4935,IsConfid,ToolConfid,0
12032,68,Male,106371,Referral,Consideration,1454.981893,0.171599112,0.065475696,1,8.046053142,9.424435332,78,4,8,0,1908,IsConfid,ToolConfid,1
12033,31,Female,123229,Email,Awareness,6722.593868,0.083610483,0.137818544,19,9.914859148,10.94049872,2,15,4,4,4891,IsConfid,ToolConfid,1
12034,44,Female,32202,Social Media,Retention,9605.012819,0.282599512,0.163313448,22,9.587952944,14.38162125,51,16,2,8,1592,IsConfid,ToolConfid,1
12035,35,Female,120950,SEO,Conversion,7002.340329,0.192376432,0.018499201,20,7.424263101,12.65879185,45,14,1,6,224,IsConfid,ToolConfid,1
12036,45,Female,143981,Social Media,Retention,8052.879158,0.094659979,0.082182697,30,3.497770039,12.84801487,85,18,8,4,4304,IsConfid,ToolConfid,1
12037,68,Female,145855,Social Media,Retention,4285.213159,0.0725619,0.076638659,15,1.393463126,8.583924394,97,14,5,4,140,IsConfid,ToolConfid,1
12038,64,Male,111202,SEO,Conversion,1054.985226,0.217849752,0.11629946,12,5.997173622,2.590515811,68,12,5,8,1510,IsConfid,ToolConfid,1
12039,64,Male,39290,PPC,Conversion,1771.932657,0.215260051,0.031645761,3,7.893823712,9.714634308,40,16,1,9,365,IsConfid,ToolConfid,1
12040,21,Female,38130,Referral,Awareness,9828.282811,0.183168347,0.187349688,1,1.095613774,6.390745447,85,19,7,5,4532,IsConfid,ToolConfid,1
12041,24,Female,57077,PPC,Consideration,4982.524738,0.188147297,0.114216951,49,5.72321148,0.961691749,59,11,4,9,1102,IsConfid,ToolConfid,1
12042,62,Female,144600,PPC,Consideration,219.0038428,0.185122011,0.185513033,0,8.945991142,3.325378901,28,2,9,5,4900,IsConfid,ToolConfid,1
12043,52,Female,135136,Email,Consideration,9558.136079,0.11443,0.165218776,25,6.734960609,11.5065786,7,9,5,2,266,IsConfid,ToolConfid,1
12044,65,Female,39396,Social Media,Awareness,5028.021129,0.281850179,0.046411384,29,7.154029212,9.649575221,97,9,8,2,203,IsConfid,ToolConfid,1
12045,26,Male,80848,Social Media,Awareness,8379.057143,0.148990755,0.035144412,37,5.268989638,14.6872573,3,12,7,8,399,IsConfid,ToolConfid,1
12046,25,Female,103488,Social Media,Conversion,5529.735606,0.015895091,0.173637546,19,9.488350071,13.88996175,24,6,8,8,896,IsConfid,ToolConfid,1
12047,69,Female,80530,Referral,Consideration,1106.852608,0.111024789,0.111859042,24,4.371825176,9.116761288,49,4,6,4,4501,IsConfid,ToolConfid,1
12048,62,Female,84274,Referral,Retention,6194.138863,0.047781948,0.013751122,18,4.411872361,2.746651076,22,8,0,9,185,IsConfid,ToolConfid,0
12049,34,Male,138179,Referral,Awareness,9974.262736,0.115381299,0.187503082,26,5.659639559,5.377013748,24,3,0,5,687,IsConfid,ToolConfid,1
12050,34,Female,47122,SEO,Retention,443.9040482,0.186396121,0.099875396,9,6.273389702,3.878655058,97,2,3,6,4654,IsConfid,ToolConfid,1
12051,66,Female,49381,Referral,Consideration,8433.762555,0.016572698,0.067177897,40,5.836826021,7.322486141,69,10,1,8,1845,IsConfid,ToolConfid,1
12052,50,Male,65435,Email,Consideration,2431.259877,0.262358154,0.108153596,16,8.367684079,12.10831483,97,16,8,6,1682,IsConfid,ToolConfid,1
12053,49,Female,125614,Email,Awareness,3999.275605,0.186989644,0.166354494,46,8.510616888,12.41680178,20,1,3,4,4214,IsConfid,ToolConfid,1
12054,25,Male,43267,PPC,Awareness,3789.824167,0.095657844,0.03095562,1,2.184987769,3.081952919,93,8,4,7,3391,IsConfid,ToolConfid,0
12055,36,Female,133271,PPC,Conversion,8998.092223,0.1002495,0.078197252,16,6.365474597,8.461771301,55,5,1,8,577,IsConfid,ToolConfid,1
12056,55,Female,140672,PPC,Retention,5094.413269,0.145043771,0.070584668,6,9.855092914,10.31262331,2,11,8,2,3476,IsConfid,ToolConfid,1
12057,20,Female,127543,PPC,Conversion,4527.02544,0.081946624,0.169533409,15,6.3969244,6.251158386,78,18,7,2,1961,IsConfid,ToolConfid,1
12058,22,Male,81978,Email,Conversion,8198.448577,0.011259159,0.157908782,48,7.193476901,13.62883085,20,3,6,4,3542,IsConfid,ToolConfid,1
12059,30,Male,27088,PPC,Retention,584.1806296,0.01770166,0.086019767,26,8.752326835,5.705776658,82,10,6,1,4873,IsConfid,ToolConfid,1
12060,64,Male,117354,Email,Consideration,955.9175194,0.113744795,0.136252779,0,8.799416959,7.606954565,82,4,7,7,1107,IsConfid,ToolConfid,1
12061,63,Male,147728,Referral,Retention,314.7196831,0.046024286,0.084944642,21,1.154716841,9.009119421,48,19,9,9,779,IsConfid,ToolConfid,1
12062,48,Male,32822,Referral,Consideration,6911.03075,0.016485466,0.118549629,21,3.154892195,6.696611478,45,5,9,4,350,IsConfid,ToolConfid,1
12063,33,Female,139456,SEO,Conversion,5303.599757,0.259188088,0.198330906,26,8.765903907,14.47270928,97,19,6,4,2088,IsConfid,ToolConfid,1
12064,67,Male,70216,PPC,Consideration,8772.619046,0.089499821,0.111759149,15,7.003906039,11.52674759,77,15,9,5,2615,IsConfid,ToolConfid,1
12065,49,Female,56589,Referral,Consideration,5035.475739,0.155905547,0.197829199,35,6.685352098,12.52171176,67,10,6,7,205,IsConfid,ToolConfid,1
12066,39,Male,85262,Referral,Consideration,2296.01377,0.062028634,0.15196783,15,8.739497275,11.41313874,30,8,5,7,36,IsConfid,ToolConfid,1
12067,46,Female,77911,Social Media,Retention,8070.958994,0.023550242,0.032937235,23,8.258950863,9.027547675,45,1,8,7,3737,IsConfid,ToolConfid,1
